23,16,,
0,15,Right,THaskell
1,15,Right,TWall
0,14,Right,TIs
1,14,Right,TIs
0,13,Right,TYou
1,13,Right,TStop
2,15,Right,CWall
2,14,Right,CWall
2,13,Right,CWall
0,12,Right,CWall
1,12,Right,CWall
2,12,Right,CWall
7,14,Right,CWall
8,14,Right,CWall
9,14,Right,CWall
10,14,Right,CWall
11,14,Right,CWall
12,14,Right,CWall
13,14,Right,CWall
14,14,Right,CWall
7,13,Right,CWall
14,13,Right,CWall
7,12,Right,CWall
14,12,Right,CWall
7,11,Right,CWall
14,11,Right,CWall
7,10,Right,CWall
14,10,Right,CWall
7,9,Right,CWall
14,9,Right,CWall
4,8,Right,CWall
5,8,Right,CWall
6,8,Right,CWall
7,8,Right,CWall
11,8,Right,CWall
12,8,Right,CWall
13,8,Right,CWall
14,8,Right,CWall
15,8,Right,CWall
16,8,Right,CWall
17,8,Right,CWall
4,7,Right,CWall
11,7,Right,CWall
17,7,Right,CWall
4,6,Right,CWall
11,6,Right,CWall
17,6,Right,CWall
4,5,Right,CWall
11,5,Right,CWall
17,5,Right,CWall
4,4,Right,CWall
9,4,Right,CWall
17,4,Right,CWall
4,3,Right,CWall
11,3,Right,CWall
17,3,Right,CWall
4,2,Right,CWall
11,2,Right,CWall
17,2,Right,CWall
4,1,Right,CWall
5,1,Right,CWall
6,1,Right,CWall
7,1,Right,CWall
8,1,Right,CWall
9,1,Right,CWall
10,1,Right,CWall
11,1,Right,CWall
12,1,Right,CWall
13,1,Right,CWall
14,1,Right,CWall
15,1,Right,CWall
16,1,Right,CWall
17,1,Right,CWall
6,11,Right,TWater
6,10,Right,TIs
6,9,Right,TSink
8,8,Right,CWater
9,8,Right,CWater
10,8,Right,CWater
5,4,Right,CWater
6,4,Right,CWater
7,4,Right,CWater
5,3,Right,CWater
6,3,Right,CWater
7,3,Right,CWater
5,2,Right,CFlag
6,2,Right,CWater
7,2,Right,CWater
9,12,Right,CHaskell
12,12,Right,CRock
12,10,Right,CRock
13,6,Right,TRock
14,6,Right,TIs
15,6,Right,TPush
13,3,Right,TFlag
14,3,Right,TIs
15,3,Right,TWin
